Year,Team,Matches,Win_Rate,Draw_Rate,Loss_Rate,Goals_For_Per_Game,Goals_Against_Per_Game,Goal_Difference_Per_Game,Points_Per_Game
2010,Slovakia,10,0.7,0.1,0.2,2.2,1.0,1.2,2.2
2010,Slovenia,12,0.5833333333333334,0.16666666666666666,0.25,1.6666666666666667,0.5,1.1666666666666667,1.9166666666666667
2010,South Africa,6,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.0,1.1666666666666667
2010,South Korea,14,0.5,0.5,0.0,1.5714285714285714,0.5,1.0714285714285714,2.0
2010,Spain,10,1.0,0.0,0.0,2.8,0.5,2.3,3.0
2010,Switzerland,10,0.6,0.3,0.1,1.8,0.8,1.0,2.1
2010,United States,18,0.7222222222222222,0.1111111111111111,0.16666666666666666,2.3333333333333335,0.8888888888888888,1.4444444444444444,2.2777777777777777
2010,Uruguay,20,0.35,0.35,0.3,1.5,1.05,0.45,1.4
2014,Algeria,8,0.75,0.0,0.25,2.0,0.875,1.125,2.25
2014,Argentina,16,0.5625,0.3125,0.125,2.1875,0.9375,1.25,2.0
2014,Australia,14,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.7857142857142858,0.8571428571428571,0.9285714285714286,2.0
2014,Belgium,10,0.8,0.2,0.0,1.8,0.4,1.4,2.6
2014,Bosnia and Herzegovina,10,0.8,0.1,0.1,3.0,0.6,2.4,2.5
2014,Brazil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Cameroon,8,0.625,0.25,0.125,1.5,0.5,1.0,2.125
2014,Chile,16,0.5625,0.0625,0.375,1.8125,1.5625,0.25,1.75
2014,Colombia,16,0.5625,0.1875,0.25,1.6875,0.8125,0.875,1.875
2014,Costa Rica,16,0.5,0.25,0.25,1.6875,0.75,0.9375,1.75
2014,Croatia,12,0.5,0.25,0.25,1.1666666666666667,0.75,0.4166666666666667,1.75
2014,Ecuador,16,0.4375,0.25,0.3125,1.25,1.0,0.25,1.5625
2014,England,10,0.6,0.4,0.0,3.1,0.4,2.7,2.2
2014,France,10,0.6,0.2,0.2,1.8,0.8,1.0,2.0
2014,Germany,10,0.9,0.1,0.0,3.6,1.0,2.6,2.8
2014,Ghana,8,0.75,0.0,0.25,3.125,0.75,2.375,2.25
2014,Greece,12,0.75,0.16666666666666666,0.08333333333333333,1.3333333333333333,0.5,0.8333333333333334,2.4166666666666665
2014,Honduras,16,0.4375,0.3125,0.25,1.5625,0.9375,0.625,1.625
2014,Iran,16,0.625,0.25,0.125,1.875,0.4375,1.4375,2.125
2014,Italy,10,0.6,0.4,0.0,1.9,0.9,1.0,2.2
2014,Ivory Coast,8,0.625,0.375,0.0,2.375,0.875,1.5,2.25
2014,Japan,14,0.5714285714285714,0.21428571428571427,0.21428571428571427,2.142857142857143,0.5714285714285714,1.5714285714285714,1.9285714285714286
2014,Mexico,18,0.5555555555555556,0.2777777777777778,0.16666666666666666,1.7222222222222223,0.7777777777777778,0.9444444444444444,1.9444444444444444
2014,Netherlands,10,0.9,0.1,0.0,3.4,0.5,2.9,2.8
2014,Nigeria,8,0.625,0.375,0.0,1.375,0.5,0.875,2.25
2014,Portugal,12,0.6666666666666666,0.25,0.08333333333333333,2.0,0.9166666666666666,1.0833333333333333,2.25
2014,Russia,10,0.7,0.1,0.2,2.0,0.5,1.5,2.2
2014,South Korea,14,0.5714285714285714,0.21428571428571427,0.21428571428571427,1.9285714285714286,0.7857142857142857,1.1428571428571428,1.9285714285714286
2014,Spain,8,0.75,0.25,0.0,1.75,0.375,1.375,2.5
2014,Switzerland,10,0.7,0.3,0.0,1.7,0.6,1.1,2.4
2014,United States,16,0.6875,0.125,0.1875,1.625,0.875,0.75,2.1875
2014,Uruguay,18,0.4444444444444444,0.2777777777777778,0.2777777777777778,1.6666666666666667,1.3888888888888888,0.2777777777777778,1.6111111111111112
2018,Argentina,18,0.3888888888888889,0.3888888888888889,0.2222222222222222,1.0555555555555556,0.8888888888888888,0.16666666666666666,1.5555555555555556
2018,Australia,22,0.6363636363636364,0.2727272727272727,0.09090909090909091,2.3181818181818183,0.8181818181818182,1.5,2.1818181818181817
2018,Belgium,10,0.9,0.1,0.0,4.3,0.6,3.7,2.8
2018,Brazil,18,0.6666666666666666,0.2777777777777778,0.05555555555555555,2.2777777777777777,0.6111111111111112,1.6666666666666667,2.2777777777777777
2018,Colombia,18,0.3888888888888889,0.3333333333333333,0.2777777777777778,1.1666666666666667,1.0555555555555556,0.1111111111111111,1.5
2018,Costa Rica,16,0.5625,0.3125,0.125,1.5625,0.6875,0.875,2.0
2018,Croatia,12,0.5833333333333334,0.25,0.16666666666666666,1.5833333333333333,0.4166666666666667,1.1666666666666667,2.0
2018,Denmark,12,0.5833333333333334,0.25,0.16666666666666666,2.0833333333333335,0.75,1.3333333333333333,2.0
2018,Egypt,8,0.625,0.125,0.25,1.5,0.625,0.875,2.0
2018,England,10,0.8,0.2,0.0,1.8,0.3,1.5,2.6
2018,France,10,0.7,0.2,0.1,1.8,0.6,1.2,2.3
2018,Germany,10,1.0,0.0,0.0,4.3,0.4,3.9,3.0
2018,Iceland,10,0.7,0.1,0.2,1.6,0.7,0.9,2.2
2018,Iran,18,0.6666666666666666,0.3333333333333333,0.0,2.0,0.2777777777777778,1.7222222222222223,2.3333333333333335
2018,Japan,18,0.7222222222222222,0.16666666666666666,0.1111111111111111,2.4444444444444446,0.3888888888888889,2.0555555555555554,2.3333333333333335
2018,Mexico,16,0.6875,0.25,0.0625,1.8125,0.5,1.3125,2.3125
2018,Morocco,8,0.5,0.375,0.125,1.625,0.125,1.5,1.875
2018,Nigeria,8,0.625,0.25,0.125,1.625,0.75,0.875,2.125
2018,Panama,16,0.375,0.3125,0.3125,1.0,0.9375,0.0625,1.4375
2018,Peru,20,0.4,0.3,0.3,1.45,1.3,0.15,1.5
2018,Poland,10,0.8,0.1,0.1,2.8,1.4,1.4,2.5
2018,Portugal,10,0.9,0.0,0.1,3.2,0.4,2.8,2.7
2018,Russia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Saudi Arabia,18,0.6666666666666666,0.16666666666666666,0.16666666666666666,2.5,0.7777777777777778,1.7222222222222223,2.1666666666666665
2018,Senegal,8,0.625,0.375,0.0,1.875,0.625,1.25,2.25
2018,Serbia,10,0.6,0.3,0.1,2.0,1.0,1.0,2.1
2018,South Korea,17,0.6470588235294118,0.17647058823529413,0.17647058823529413,2.0588235294117645,0.5882352941176471,1.4705882352941178,2.1176470588235294
2018,Spain,10,0.9,0.1,0.0,3.6,0.3,3.3,2.8
2018,Sweden,12,0.5833333333333334,0.16666666666666666,0.25,2.25,0.75,1.5,1.9166666666666667
2018,Switzerland,12,0.8333333333333334,0.08333333333333333,0.08333333333333333,2.0,0.5833333333333334,1.4166666666666667,2.5833333333333335
2018,Tunisia,8,0.75,0.25,0.0,1.875,0.75,1.125,2.5
2018,Uruguay,18,0.5,0.2222222222222222,0.2777777777777778,1.7777777777777777,1.1111111111111112,0.6666666666666666,1.7222222222222223
2022,Argentina,17,0.6470588235294118,0.35294117647058826,0.0,1.588235294117647,0.47058823529411764,1.1176470588235294,2.2941176470588234
2022,Australia,20,0.65,0.2,0.15,2.25,0.6,1.65,2.15
2022,Belgium,8,0.75,0.25,0.0,3.125,0.75,2.375,2.5
2022,Brazil,17,0.8235294117647058,0.17647058823529413,0.0,2.3529411764705883,0.29411764705882354,2.0588235294117645,2.6470588235294117
2022,Cameroon,8,0.75,0.0,0.25,1.75,0.625,1.125,2.25
2022,Canada,20,0.7,0.2,0.1,2.7,0.4,2.3,2.3
2022,Costa Rica,15,0.5333333333333333,0.26666666666666666,0.2,0.9333333333333333,0.5333333333333333,0.4,1.8666666666666667
2022,Croatia,10,0.7,0.2,0.1,2.1,0.4,1.7,2.3
2022,Denmark,10,0.9,0.0,0.1,3.0,0.3,2.7,2.7
2022,Ecuador,18,0.3888888888888889,0.2777777777777778,0.3333333333333333,1.5,1.0555555555555556,0.4444444444444444,1.4444444444444444
2022,England,10,0.8,0.2,0.0,3.9,0.3,3.6,2.6
2022,France,8,0.625,0.375,0.0,2.25,0.375,1.875,2.25
2022,Germany,10,0.9,0.0,0.1,3.6,0.4,3.2,2.7
2022,Ghana,8,0.5,0.375,0.125,1.0,0.5,0.5,1.875
2022,Iran,18,0.7777777777777778,0.05555555555555555,0.16666666666666666,2.7222222222222223,0.4444444444444444,2.2777777777777777,2.388888888888889
2022,Japan,18,0.8333333333333334,0.05555555555555555,0.1111111111111111,3.2222222222222223,0.3333333333333333,2.888888888888889,2.5555555555555554
2022,Mexico,14,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.2142857142857142,0.5714285714285714,0.6428571428571429,2.0
2022,Morocco,8,0.875,0.125,0.0,3.125,0.375,2.75,2.75
2022,Netherlands,10,0.7,0.2,0.1,3.3,0.8,2.5,2.3
2022,Poland,11,0.6363636363636364,0.18181818181818182,0.18181818181818182,2.909090909090909,1.0,1.9090909090909092,2.090909090909091
2022,Portugal,10,0.7,0.2,0.1,2.2,0.7,1.5,2.3
2022,Qatar,8,0.875,0.125,0.0,2.25,0.125,2.125,2.75
2022,Saudi Arabia,18,0.7222222222222222,0.2222222222222222,0.05555555555555555,1.8888888888888888,0.5555555555555556,1.3333333333333333,2.388888888888889
2022,Senegal,8,0.75,0.125,0.125,2.0,0.625,1.375,2.375
2022,Serbia,8,0.75,0.25,0.0,2.25,1.125,1.125,2.5
2022,South Korea,17,0.7058823529411765,0.23529411764705882,0.058823529411764705,2.0588235294117645,0.23529411764705882,1.8235294117647058,2.3529411764705883
2022,Spain,8,0.75,0.125,0.125,1.875,0.625,1.25,2.375
2022,Switzerland,8,0.625,0.375,0.0,1.875,0.25,1.625,2.25
2022,Tunisia,8,0.625,0.25,0.125,1.5,0.25,1.25,2.125
2022,United States,14,0.5,0.2857142857142857,0.21428571428571427,1.5,0.7142857142857143,0.7857142857142857,1.7857142857142858
2022,Uruguay,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,1.2222222222222223,1.2222222222222223,0.0,1.5555555555555556
2022,Wales,10,0.6,0.3,0.1,1.7,1.0,0.7,2.1
